country,sector,term_3,emissions intensity
ARG,01T02,0.8193667495021203,3751.921661829102
ARG,03,1.0016702904701,77.53830445054238
ARG,05T06,0.9980775857747732,1321.9888855212714
ARG,07T08,1.1162110089114325,51.0274228793103
ARG,10T12,1.0080495395304874,53.31957134995618
ARG,13T15,0.9638551775184833,242.4411759132503
ARG,16,1.012516095660751,63.17202136576737
ARG,17T18,1.0306002066628477,57.80887207182833
ARG,19,1.0360082055869826,350.2614826862572
ARG,20,1.0816107946125397,212.99346130289223
ARG,21,1.031702508232026,48.96662423432576
ARG,22,0.9987471463581084,418.6694546048519
ARG,23,1.0326202103912927,1330.3533419387888
ARG,24,1.065111008561361,650.8251788549235
ARG,25,1.0352047339985704,11.656195331475006
ARG,26,1.0248883052177333,3.421308204874821
ARG,27,1.0366291728186743,4.944064347915937
ARG,28,1.0297608730563388,8.118601409229045
ARG,29T30,1.0039286640202507,9.18853699208809
ARG,31T33,1.0117187174511622,335.84980188900914
ARG,35,1.1627125594791294,1700.5360466842865
ARG,36T39,1.017494151101907,50.80757072072782
ARG,41T43,1.007598935941885,10.424179370049233
ARG,45T47,1.0125154578189268,31.496280556873074
ARG,49,1.0133043175466712,365.7019161369675
ARG,50,1.00491497394948,1461.007927397783
ARG,51,0.9632867951418574,1220.0664522803304
ARG,52,1.0084289011380076,106.03864189457032
ARG,53,1.0282395192029843,51.5925691393973
ARG,55T56,1.0165956070780535,11.951498743234568
ARG,58T60,1.0072151147175976,12.712857277462213
ARG,61,1.013093248547204,14.227231877901254
ARG,62T63,1.00703705086886,12.249738448820674
ARG,64T66,1.0157945019487145,13.831174837738793
ARG,68,1.017830954820836,9.890066356516158
ARG,69T75,1.0036247321530685,16.857078720630096
ARG,77T82,1.0008118077844412,31.91731565796601
ARG,84,1.0163175919911165,33.169102931236615
ARG,85,1.0157324780958268,13.638440400329312
ARG,86T88,1.011110622947055,12.174516758227591
ARG,90T93,1.016293950800123,16.30425062676191
ARG,94T98,1.0140081969557746,8.838317738450902
AUS,01T02,0.8684767828681741,2670.900305959225
AUS,03,0.9725611391393637,150.16181899332216
AUS,05T06,1.0430768666851018,349.150448869764
AUS,07T08,1.1529860386410875,199.176102949272
AUS,10T12,0.9926298398865597,40.53584508449444
AUS,13T15,0.9839069178530429,89.73456971604556
AUS,16,1.0146370388032082,33.339010343583745
AUS,17T18,1.0100060771014654,78.23935233678411
AUS,19,0.7975393545108523,1315.9393294878062
AUS,20,0.9433790230695389,768.4847804590448
AUS,21,0.9844905768967577,185.4944448792026
AUS,22,1.087629688094294,62.86500435687197
AUS,23,1.1197930677981238,714.917293427128
AUS,24,1.2879940671473273,593.3562873312093
AUS,25,1.023455100726758,19.503672554243085
AUS,26,1.0203351596964434,4.151482037176262
AUS,27,1.052539711817562,5.1369716801312135
AUS,28,1.018946150175525,6.41817351675792
AUS,29T30,1.0067193938789512,5.7629492667672375
AUS,31T33,1.032565600880268,20.611433260212287
AUS,35,0.9496237440745693,3146.065948022762
AUS,36T39,1.0025768054141826,26.180959071254115
AUS,41T43,0.9750854692264062,26.07413369776974
AUS,45T47,0.9946254710565356,15.38681395954277
AUS,49,0.9840305792044207,371.9015406836791
AUS,50,1.0980231861570562,483.1064134733055
AUS,51,1.0323515511294399,1011.409211362574
AUS,52,1.0095786952376635,16.114459113471565
AUS,53,0.9968769410446836,106.09309747927308
AUS,55T56,0.9929327871864658,6.0541262984031965
AUS,58T60,0.9966002559462355,11.498316789106044
AUS,61,0.9863386977385138,33.70602244703729
AUS,62T63,0.9866332006913813,3.689844547045225
AUS,64T66,0.9886562967761817,8.416760541731337
AUS,68,0.9882119126388157,4.007029416669843
AUS,69T75,0.9885262046916404,8.630043085895192
AUS,77T82,0.9951466401448222,7.057330306013566
AUS,84,0.9845000313300973,11.710540941276957
AUS,85,0.9883002603162362,4.772938367074307
AUS,86T88,0.9861475415883947,5.935623497658179
AUS,90T93,0.989628165306109,6.072423010992886
AUS,94T98,0.9839941371656451,5.634738735896535
AUT,01T02,1.1391209653144045,773.3936365933283
AUT,03,1.0139504891405227,38.27640782531801
AUT,05T06,0.9509279136747427,1963.196322299265
AUT,07T08,1.0807614936942065,292.2867670192239
AUT,10T12,1.0014389616604569,29.31333450070325
AUT,13T15,0.9886968342211636,26.480853594131155
AUT,16,1.0236960315216217,34.44353039281215
AUT,17T18,0.9753174695088047,155.46204753654152
AUT,19,1.1109314186004144,192.86544730066268
AUT,20,1.102424198771404,184.22221073375312
AUT,21,1.0076554609419086,70.05710842798567
AUT,22,1.0919487494091709,7.534533708763515
AUT,23,1.1730324673752957,654.2897941735748
AUT,24,1.1751802487055003,429.81555736416544
AUT,25,1.0280247938597629,7.803115757311794
AUT,26,1.0118868915843833,6.457074062479458
AUT,27,1.035280140096335,9.09662424810057
AUT,28,1.0162336877666112,7.695220482383187
AUT,29T30,1.0027625038895185,6.863792279919546
AUT,31T33,1.050706279387109,13.848621724737022
AUT,35,1.407530767071251,212.20784583801225
AUT,36T39,1.0241708743840274,25.20702935327761
AUT,41T43,0.9983625175665141,26.143499072967145
AUT,45T47,1.0057675613968715,14.517435491162692
AUT,49,1.0327100058764898,186.0728477349936
AUT,50,1.2098090869936757,665.2153120244665
AUT,51,1.0884126936022336,851.2526756397847
AUT,52,1.0303342585803115,17.909873756680074
AUT,53,1.0301090777183248,12.836967828072076
AUT,55T56,1.0046782450749492,15.80050794783844
AUT,58T60,0.9891511169124467,5.555301554649489
AUT,61,1.0005860293166748,5.475496465076179
AUT,62T63,0.9858575431906568,7.880257964232106
AUT,64T66,1.005768500189768,4.902409732722297
AUT,68,1.0050775435128974,6.721045936899607
AUT,69T75,1.00052477322218,9.400847326783444
AUT,77T82,1.0178704989866738,14.491555974997032
AUT,84,1.0056462604681806,22.551558364221165
AUT,85,1.0026605750365194,21.39380294673657
AUT,86T88,1.0035848412429165,23.100332313795725
AUT,90T93,1.0026819010921042,21.574822093568912
AUT,94T98,1.002266195019491,18.09117797340343
BEL,01T02,1.0737092343459695,1078.1827397390325
BEL,03,1.0060784231210769,169.01015031012847
BEL,05T06,0.007327651768789034,182489.42598308504
BEL,07T08,1.1252062521212904,103.89415602513296
BEL,10T12,0.9847085771960721,47.57949598873317
BEL,13T15,0.9714456249766855,46.62657920076305
BEL,16,1.0279723729495465,17.74481864726119
BEL,17T18,1.014772643917755,61.66236747147404
BEL,19,1.0680837086257036,180.58189934697475
BEL,20,1.0428667159990308,343.4309590077122
BEL,21,1.0022060690275636,98.53124095346897
BEL,22,1.0899047193875488,24.06870720602846
BEL,23,1.1202698726227687,783.7828678068388
BEL,24,1.339641615957893,202.10224549654976
BEL,25,1.031253213177678,12.925520622191234
BEL,26,1.0109146639308666,11.378956236217876
BEL,27,1.0299476121301057,11.538054583344149
BEL,28,1.0169422335727398,11.594774853872671
BEL,29T30,1.0085345203169007,8.372036150155955
BEL,31T33,1.0790275512948382,32.51813012271661
BEL,35,1.3016238637735726,907.9130655854416
BEL,36T39,1.0607126674869976,24.299495920243032
BEL,41T43,0.9971154303441857,14.76769218981108
BEL,45T47,1.0038836969298874,16.219749018574372
BEL,49,1.0523926912530202,127.71835186014836
BEL,50,0.7427718614135954,2254.757130620227
BEL,51,1.1088020070593174,734.1282356652144
BEL,52,1.0102459708762226,27.37312607403935
BEL,53,1.0127504109357133,38.299298368344616
BEL,55T56,0.9987077880335945,13.251625287093958
BEL,58T60,0.9878884439851423,11.636049413241064
BEL,61,0.9958636189396092,9.935837336526982
BEL,62T63,0.9889847793328249,9.285150893482664
BEL,64T66,1.0013435582685566,6.189667010556314
BEL,68,1.0017498770330404,11.631736801561493
BEL,69T75,0.9976940898891417,13.47378850007553
BEL,77T82,1.0067833342546402,31.61475377389689
BEL,84,1.00339041155487,21.76683192247492
BEL,85,1.0008352961092477,12.114923184418432
BEL,86T88,1.0011752132347709,16.623803789313218
