icio,group,year,total_value,group_total_consumption_share,pc_value,group_size
D58T60,Third 20 percent,2006,23117.919,0.18997279980663107,0.9727716810435515,23765
D61,Fourth 20 percent,2006,30874.259,0.23876123876123873,1.298875010517459,23770
D61,Highest 20 percent,2006,36945.766,0.2857142857142857,1.5526040511010255,23796
D61,Lowest 20 percent,2006,15114.177,0.11688311688311687,0.6367081051478641,23738
D61,Second 20 percent,2006,20539.779000000002,0.15884115884115885,0.8639960879989905,23773
D61,Third 20 percent,2006,25836.2,0.19980019980019978,1.0871533768146435,23765
D64T66,Fourth 20 percent,2006,309154.732,0.2548116552151372,13.00608885149348,23770
D64T66,Highest 20 percent,2006,591701.846,0.4876927673004604,24.865601193477897,23796
D64T66,Lowest 20 percent,2006,38635.474,0.03184414812696898,1.6275791557839752,23738
D64T66,Second 20 percent,2006,92000.968,0.07582908010437592,3.869977201026374,23773
D64T66,Third 20 percent,2006,181774.606,0.14982234925305754,7.648836776772565,23765
D68,Fourth 20 percent,2006,113144.23500000002,0.19823649534639112,4.75995940260833,23770
D68,Highest 20 percent,2006,157669.057,0.2762470512461406,6.625863884686502,23796
D68,Lowest 20 percent,2006,87667.38999999998,0.15359930755433762,3.693124526076333,23738
D68,Second 20 percent,2006,103123.065,0.18067871504878782,4.337822950405923,23773
D68,Third 20 percent,2006,109150.063,0.19123843080434275,4.592891352829792,23765
D77T82,Fourth 20 percent,2006,13583.655,0.23723723723723722,0.5714621371476651,23770
D77T82,Highest 20 percent,2006,25906.38,0.4524524524524524,1.0886863338376198,23796
D77T82,Lowest 20 percent,2006,3782.79,0.06606606606606606,0.15935588507877665,23738
D77T82,Second 20 percent,2006,5330.295,0.09309309309309309,0.22421633786228073,23773
D77T82,Third 20 percent,2006,8654.565,0.15115115115115116,0.3641727330107301,23765
D85,Fourth 20 percent,2006,20888.01,0.19799999999999998,0.8787551535549011,23770
D85,Highest 20 percent,2006,54224.43,0.514,2.2787203731719616,23796
D85,Lowest 20 percent,2006,12026.43,0.114,0.506631982475356,23738
D85,Second 20 percent,2006,6962.67,0.066,0.292881420098431,23773
D85,Third 20 percent,2006,11393.46,0.10799999999999998,0.4794218388386282,23765
D86T88,Fourth 20 percent,2006,75295.61,0.23308743847409802,3.167673958771561,23770
D86T88,Highest 20 percent,2006,101372.403,0.3138115721120258,4.260060640443772,23796
D86T88,Lowest 20 percent,2006,32426.342,0.10037999553845252,1.3660098576122672,23738
D86T88,Second 20 percent,2006,53151.174,0.16453643179929187,2.235778992975224,23773
D86T88,Third 20 percent,2006,60790.369,0.18818456207613188,2.5579789185777404,23765
D90T93,Fourth 20 percent,2006,39900.019,0.22849629284125922,1.6785872528397139,23770
D90T93,Highest 20 percent,2006,85644.802,0.4904639207846909,3.5991259875609343,23796
D90T93,Lowest 20 percent,2006,9624.747,0.05511824465635044,0.40545736793327153,23738
D90T93,Second 20 percent,2006,15185.617,0.0869637979121565,0.6387757960711732,23773
D90T93,Third 20 percent,2006,24264.799,0.1389577438055429,1.0210308857563644,23765
D94T98,Fourth 20 percent,2006,116069.28,0.2044829108737814,4.883015565839293,23770
D94T98,Highest 20 percent,2006,255348.64500000002,0.4498557604326989,10.730738149268786,23796
D94T98,Lowest 20 percent,2006,41863.12699999999,0.07375159100873883,1.763549035302047,23738
D94T98,Second 20 percent,2006,67102.327,0.11821628557844363,2.822627644807134,23773
D94T98,Third 20 percent,2006,87239.996,0.15369345210633722,3.670944498211656,23765
D01T02,Fourth 20 percent,2007,42396.984,0.22380253418339932,1.7649231537757055,24022
D01T02,Highest 20 percent,2007,56831.502,0.29999856048838114,2.361092729538845,24070
D01T02,Lowest 20 percent,2007,22513.752,0.11884417890613576,0.9377604131956014,24008
D01T02,Second 20 percent,2007,30826.924,0.1627272287170015,1.2824780130631943,24037
D01T02,Third 20 percent,2007,36870.087,0.1946274977050822,1.5341441767569592,24033
D03,Fourth 20 percent,2007,3148.89,0.215,0.13108359004246106,24022
D03,Highest 20 percent,2007,4833.18,0.33,0.20079684254258415,24070
D03,Lowest 20 percent,2007,1581.7680000000003,0.10800000000000001,0.06588503832055982,24008
D03,Second 20 percent,2007,2182.254,0.149,0.09078728626700502,24037
D03,Third 20 percent,2007,2899.908,0.19799999999999998,0.12066358756709523,24033
D10T12,Fourth 20 percent,2007,71117.599,0.23260159346759415,2.9605194821413705,24022
D10T12,Highest 20 percent,2007,93367.027,0.30537194116370386,3.878979102617366,24070
D10T12,Lowest 20 percent,2007,34508.373999999996,0.1128652104857434,1.4373697934021992,24008
D10T12,Second 20 percent,2007,47438.143,0.15515410823899717,1.9735467404418188,24037
D10T12,Third 20 percent,2007,59317.403,0.1940071466439615,2.468164731827071,24033
D13T15,Fourth 20 percent,2007,55152.70900000001,0.2226243054291288,2.295924943801516,24022
D13T15,Highest 20 percent,2007,102114.495,0.41218589142414097,4.242396967179061,24070
D13T15,Lowest 20 percent,2007,19669.077999999998,0.07939437441198685,0.8192718260579805,24008
D13T15,Second 20 percent,2007,27707.213,0.11184036398832063,1.152690144360777,24037
D13T15,Third 20 percent,2007,43095.44300000001,0.17395506474642272,1.7931778388049768,24033
D19,Fourth 20 percent,2007,76151.948,0.2498289494630386,3.1700919157439014,24022
D19,Highest 20 percent,2007,94931.62800000001,0.31143876836947076,3.9439812214374745,24070
D19,Lowest 20 percent,2007,27180.324000000004,0.08916950871677,1.1321361212929026,24008
D19,Second 20 percent,2007,45344.60400000001,0.14876040703696114,1.8864502225735327,24037
D19,Third 20 percent,2007,61207.844000000005,0.2008023664137594,2.5468249490284194,24033
D20,Fourth 20 percent,2007,3766.7839999999997,0.2242242242242242,0.1568055948713679,24022
D20,Highest 20 percent,2007,4775.744,0.28428428428428426,0.1984106356460324,24070
D20,Lowest 20 percent,2007,1967.4719999999998,0.1171171171171171,0.08195068310563144,24008
D20,Second 20 percent,2007,2892.3520000000003,0.17217217217217218,0.12032915921288016,24037
D20,Third 20 percent,2007,3396.8320000000003,0.2022022022022022,0.14134032372154956,24033
D21,Fourth 20 percent,2007,12250.42,0.2122122122122122,0.5099666971942386,24022
D21,Highest 20 percent,2007,15544.165,0.26926926926926925,0.6457899875363523,24070
D21,Lowest 20 percent,2007,7165.34,0.12412412412412412,0.2984563478840387,24008
D21,Second 20 percent,2007,10748.01,0.18618618618618618,0.4471444023796647,24037
D21,Third 20 percent,2007,12019.28,0.2082082082082082,0.5001156742811967,24033
D22,Fourth 20 percent,2007,9076.43,0.21821821821821819,0.3778382316210141,24022
D22,Highest 20 percent,2007,17278.525,0.4154154154154154,0.7178448275862069,24070
D22,Lowest 20 percent,2007,3247.53,0.07807807807807807,0.13526866044651784,24008
D22,Second 20 percent,2007,4912.93,0.1181181181181181,0.20439031493114782,24037
D22,Third 20 percent,2007,7077.95,0.17017017017017014,0.2945096325885241,24033
D26,Fourth 20 percent,2007,6228.960000000001,0.2369236620896885,0.259302306219299,24022
D26,Highest 20 percent,2007,9123.276999999998,0.34701141074892544,0.37903103448275854,24070
D26,Lowest 20 percent,2007,2192.2879999999996,0.08338549313453271,0.09131489503498832,24008
D26,Second 20 percent,2007,3601.8669999999997,0.13699999999999998,0.14984677788409534,24037
D26,Third 20 percent,2007,5144.608,0.1956794340268533,0.21406432821537055,24033
D27,Fourth 20 percent,2007,29353.558,0.22838908491011434,1.2219448005994504,24022
D27,Highest 20 percent,2007,55564.546,0.432327004937049,2.3084564187785626,24070
D27,Lowest 20 percent,2007,9624.39,0.07488378836112662,0.40088262245918027,24008
D27,Second 20 percent,2007,13880.276,0.1079972497351027,0.577454590839123,24037
D27,Third 20 percent,2007,20101.577,0.1564028720566073,0.8364156368326884,24033
D29T30,Fourth 20 percent,2007,107257.784,0.27499348697312453,4.464981433685788,24022
D29T30,Highest 20 percent,2007,147674.268,0.3786155221473129,6.13520016618197,24070
D29T30,Lowest 20 percent,2007,25858.163,0.0662966000685734,1.0770644368543818,24008
D29T30,Second 20 percent,2007,46744.159999999996,0.11984528371413722,1.944675292257769,24037
D29T30,Third 20 percent,2007,62503.168,0.16024910709685194,2.6007226729913033,24033
D31T33,Fourth 20 percent,2007,10764.957000000002,0.20120120120120125,0.4481290900008327,24022
D31T33,Highest 20 percent,2007,27206.955999999995,0.5085085085085084,1.1303263813876192,24070
D31T33,Lowest 20 percent,2007,3427.6480000000006,0.06406406406406408,0.1427710763078974,24008
D31T33,Second 20 percent,2007,4605.901999999999,0.08608608608608607,0.19161717352415022,24037
D31T33,Third 20 percent,2007,7497.98,0.14014014014014015,0.31198685141264093,24033
D35,Fourth 20 percent,2007,48208.50899999999,0.2250670988910291,2.0068482640912495,24022
D35,Highest 20 percent,2007,62583.784,0.29217976234242815,2.600074117158288,24070
D35,Lowest 20 percent,2007,26934.686,0.12574775207341132,1.1219046151282905,24008
D35,Second 20 percent,2007,35349.92,0.16503526255976864,1.4706460872821068,24037
D35,Third 20 percent,2007,41119.263999999996,0.19197012413336273,1.710950110265052,24033
D45T47,Fourth 20 percent,2007,22070.612999999998,0.24899999999999997,0.9187666722171342,24022
D45T47,Highest 20 percent,2007,31377.498,0.354,1.3035936019941836,24070
D45T47,Lowest 20 percent,2007,6559.138000000001,0.07400000000000001,0.2732063478840387,24008
D45T47,Second 20 percent,2007,11965.995,0.135,0.49781565919207893,24037
D45T47,Third 20 percent,2007,16663.756,0.188,0.6933697832147464,24033
D49,Fourth 20 percent,2007,12150.252,0.1878121878121878,0.5057968528848555,24022
D49,Highest 20 percent,2007,33865.596,0.5234765234765234,1.4069628583298712,24070
D49,Lowest 20 percent,2007,4136.256,0.06393606393606394,0.17228657114295237,24008
D49,Second 20 percent,2007,5816.61,0.0899100899100899,0.24198568872987478,24037
D49,Third 20 percent,2007,8724.915,0.13486513486513488,0.36303894644863316,24033
D53,Fourth 20 percent,2007,4149.787,0.22677322677322675,0.1727494380151528,24022
D53,Highest 20 percent,2007,6654.284000000001,0.3636363636363636,0.2764555047777316,24070
D53,Lowest 20 percent,2007,1645.29,0.08991008991008989,0.06853090636454515,24008
D53,Second 20 percent,2007,3199.175,0.17482517482517482,0.13309377210134377,24037
D53,Third 20 percent,2007,2650.745,0.14485514485514484,0.11029605126284692,24033
D58T60,Fourth 20 percent,2007,30422.539999999997,0.2291886938829047,1.266444925484972,24022
D58T60,Highest 20 percent,2007,46184.3,0.34793016608397054,1.918749480681346,24070
D58T60,Lowest 20 percent,2007,13263.896,0.09992377362438128,0.5524781739420194,24008
D58T60,Second 20 percent,2007,18668.672000000002,0.14064074045784328,0.7766639763697634,24037
D58T60,Third 20 percent,2007,24200.735,0.18231662595090017,1.0069793617109808,24033
D61,Fourth 20 percent,2007,31738.014,0.238,1.321206144367663,24022
D61,Highest 20 percent,2007,38138.958000000006,0.28600000000000003,1.5845017864561697,24070
D61,Lowest 20 percent,2007,15335.595,0.11499999999999999,0.6387702015994668,24008
D61,Second 20 percent,2007,21736.539,0.163,0.9042950035362151,24037
D61,Third 20 percent,2007,26403.894,0.198,1.098651604044439,24033
D64T66,Fourth 20 percent,2007,317939.765,0.24964148773672698,13.2353577970194,24022
D64T66,Highest 20 percent,2007,615320.805,0.48314057600049015,25.563805774823432,24070
D64T66,Lowest 20 percent,2007,42272.39,0.03319164034038693,1.7607626624458514,24008
D64T66,Second 20 percent,2007,107067.948,0.08406813104249014,4.454297458085452,24037
D64T66,Third 20 percent,2007,190984.536,0.14995816487990576,7.9467622019722874,24033
D68,Fourth 20 percent,2007,113770.995,0.189223581901324,4.736116684705686,24022
D68,Highest 20 percent,2007,174436.17500000002,0.2901217295907994,7.247036767760699,24070
D68,Lowest 20 percent,2007,91988.387,0.15299481279446653,3.8315722675774744,24008
D68,Second 20 percent,2007,107304.572,0.17846864632087042,4.464141615010193,24037
D68,Third 20 percent,2007,113751.543,0.18919122939253963,4.733139558107602,24033
D77T82,Fourth 20 percent,2007,13325.615999999998,0.23176823176823172,0.5547255016235118,24022
D77T82,Highest 20 percent,2007,27627.678000000004,0.48051948051948057,1.1478054840049856,24070
D77T82,Lowest 20 percent,2007,3273.9660000000003,0.056943056943056944,0.1363697934021993,24008
D77T82,Second 20 percent,2007,5226.858,0.09090909090909091,0.2174505137912385,24037
D77T82,Third 20 percent,2007,8041.32,0.13986013986013984,0.33459493196854323,24033
D85,Fourth 20 percent,2007,16584.724,0.146,0.6903973024727332,24022
D85,Highest 20 percent,2007,61113.57199999999,0.538,2.538993435812214,24070
D85,Lowest 20 percent,2007,14767.22,0.13,0.6150958013995335,24008
D85,Second 20 percent,2007,8292.362,0.073,0.34498323418063814,24037
D85,Third 20 percent,2007,12836.122000000001,0.11300000000000003,0.5341040236341698,24033
D86T88,Fourth 20 percent,2007,79547.59700000001,0.23300152308807004,3.311447714594955,24022
D86T88,Highest 20 percent,2007,109162.495,0.31974602072635616,4.535209597008724,24070
D86T88,Lowest 20 percent,2007,32935.623999999996,0.096471180089274,1.3718603798733753,24008
D86T88,Second 20 percent,2007,55028.045,0.1611817173755589,2.289305861796397,24037
D86T88,Third 20 percent,2007,64730.003,0.189599558720741,2.6933800607498024,24033
D90T93,Fourth 20 percent,2007,44458.943,0.21632003775871855,1.8507594288568812,24022
D90T93,Highest 20 percent,2007,101957.167,0.496084178501769,4.235860697964271,24070
D90T93,Lowest 20 percent,2007,10221.272,0.04973276006544134,0.42574441852715766,24008
D90T93,Second 20 percent,2007,19162.402000000002,0.09323684380413057,0.7972043932271082,24037
D90T93,Third 20 percent,2007,29724.14,0.14462617986994059,1.2368052261473808,24033
D94T98,Fourth 20 percent,2007,124752.169,0.21878003279181216,5.193246565648155,24022
D94T98,Highest 20 percent,2007,250001.405,0.4384317805640647,10.386431449937682,24070
D94T98,Lowest 20 percent,2007,38826.632,0.06809093493320843,1.6172372542485838,24008
D94T98,Second 20 percent,2007,64483.246,0.11308538190147611,2.682666139701294,24037
D94T98,Third 20 percent,2007,92153.891,0.16161186980943862,3.8344730578787503,24033
D01T02,Fourth 20 percent,2008,47687.697,0.22582124032734968,1.9740736432504036,24157
D01T02,Highest 20 percent,2008,63095.588,0.2987840646056663,2.609736030111263,24177
D01T02,Lowest 20 percent,2008,27338.052,0.12945713882500096,1.1333244341265234,24122
D01T02,Second 20 percent,2008,33842.966,0.1602606340682865,1.4017713622996313,24143
D01T02,Third 20 percent,2008,39210.239,0.18567692217369647,1.6221346599371174,24172
D03,Fourth 20 percent,2008,3700.08,0.23976023976023975,0.15316802583102207,24157
D03,Highest 20 percent,2008,4763.853,0.3086913086913087,0.19704069983868966,24177
D03,Lowest 20 percent,2008,1788.3719999999998,0.11588411588411586,0.07413862863775805,24122
D03,Second 20 percent,2008,2667.1410000000005,0.17282717282717286,0.11047264217371497,24143
D03,Third 20 percent,2008,2512.971,0.16283716283716282,0.10396206354459706,24172
D10T12,Fourth 20 percent,2008,75530.771,0.23843614344659378,3.126661878544521,24157
D10T12,Highest 20 percent,2008,96038.35399999999,0.3031746458766951,3.972302353476444,24177
D10T12,Lowest 20 percent,2008,38805.266,0.12250077482274384,1.6087084818837576,24122
D10T12,Second 20 percent,2008,48251.204,0.15231978763218054,1.9985587540902123,24143
D10T12,Third 20 percent,2008,58150.083,0.18356864822178678,2.4056794224722817,24172
D13T15,Fourth 20 percent,2008,53138.96400000001,0.2234622596235232,2.1997335761890966,24157
D13T15,Highest 20 percent,2008,93246.08699999998,0.39212246031126285,3.8568096538032006,24177
D13T15,Lowest 20 percent,2008,25077.213,0.10545577595454045,1.0395992455020313,24122
D13T15,Second 20 percent,2008,30369.355000000003,0.1277105193772491,1.2578948349418053,24143
D13T15,Third 20 percent,2008,35966.764,0.15124898473342438,1.4879515141486017,24172
D19,Fourth 20 percent,2008,88483.983,0.25204935342865104,3.662871341640104,24157
D19,Highest 20 percent,2008,108145.533,0.3080558847452295,4.473074947263928,24177
D19,Lowest 20 percent,2008,32175.815,0.09165380096858765,1.3338784097504353,24122
D19,Second 20 percent,2008,52790.638,0.15037575981390866,2.186581535020503,24143
D19,Third 20 percent,2008,69462.194,0.1978652010436231,2.873663494952838,24172
D20,Fourth 20 percent,2008,4098.83,0.22999999999999998,0.16967462847207848,24157
D20,Highest 20 percent,2008,5132.448,0.28800000000000003,0.2122863878893163,24177
D20,Lowest 20 percent,2008,2388.014,0.134,0.09899734682033,24122
D20,Second 20 percent,2008,2815.718,0.158,0.11662668268235099,24143
D20,Third 20 percent,2008,3385.99,0.18999999999999997,0.1400790170445143,24172
D21,Fourth 20 percent,2008,13210.719,0.22677322677322675,0.5468691890549323,24157
D21,Highest 20 percent,2008,15247.614,0.26173826173826176,0.6306660876039211,24177
D21,Lowest 20 percent,2008,6692.655,0.11488511488511488,0.2774502528811873,24122
D21,Second 20 percent,2008,11232.021,0.19280719280719283,0.4652288862196082,24143
D21,Third 20 percent,2008,11872.187999999998,0.20379620379620378,0.49115455899387717,24172
D22,Fourth 20 percent,2008,9584.848,0.22722722722722724,0.39677310924369746,24157
D22,Highest 20 percent,2008,16298.464000000002,0.38638638638638645,0.6741309509037515,24177
D22,Lowest 20 percent,2008,4349.072,0.10310310310310311,0.18029483459082996,24122
D22,Second 20 percent,2008,5362.447999999999,0.12712712712712712,0.2221119164975355,24143
D22,Third 20 percent,2008,6586.944,0.15615615615615616,0.2725030613933477,24172
D26,Fourth 20 percent,2008,5676.128000000001,0.2075366727605119,0.23496824936871302,24157
D26,Highest 20 percent,2008,10457.421999999999,0.382355466179159,0.4325359639326632,24177
D26,Lowest 20 percent,2008,2641.458,0.09657981718464351,0.10950410413730205,24122
D26,Second 20 percent,2008,3706.2200000000003,0.13551078610603293,0.15351116265584228,24143
D26,Third 20 percent,2008,4868.771999999999,0.1780172577696526,0.2014219758398146,24172
D27,Fourth 20 percent,2008,26774.366999999995,0.23285905497430007,1.1083481806515707,24157
D27,Highest 20 percent,2008,46895.358,0.40785310616536646,1.93966819704678,24177
D27,Lowest 20 percent,2008,9116.423999999999,0.07928635165810002,0.3779298565624741,24122
D27,Second 20 percent,2008,11293.130999999998,0.09821736634748347,0.4677600546742326,24143
D27,Third 20 percent,2008,20901.72,0.18178412085474993,0.8647079265265597,24172
D29T30,Fourth 20 percent,2008,79766.36600000001,0.23975679371921,3.301998012998303,24157
D29T30,Highest 20 percent,2008,131906.813,0.39647731419279403,5.455880092650039,24177
D29T30,Lowest 20 percent,2008,20507.125,0.06163904393487167,0.8501419865682779,24122
D29T30,Second 20 percent,2008,40349.263000000006,0.12127931120509054,1.6712613594002406,24143
D29T30,Third 20 percent,2008,60167.433000000005,0.18084753694803382,2.4891375558497435,24172
D31T33,Fourth 20 percent,2008,12030.684,0.2572572572572573,0.49802061514260876,24157
D31T33,Highest 20 percent,2008,19895.1,0.42542542542542544,0.8228936592629358,24177
D31T33,Lowest 20 percent,2008,3651.336,0.07807807807807808,0.15136953818091367,24122
D31T33,Second 20 percent,2008,5055.696,0.10810810810810811,0.20940628753676013,24143
D31T33,Third 20 percent,2008,6132.371999999999,0.13113113113113115,0.2536973357603839,24172
D35,Fourth 20 percent,2008,51175.322,0.22484566040720205,2.118446909798402,24157
D35,Highest 20 percent,2008,64252.56,0.28230226447922246,2.657590271745874,24177
D35,Lowest 20 percent,2008,29407.982,0.1292079243591884,1.2191353121631705,24122
D35,Second 20 percent,2008,38541.092000000004,0.16933547156879114,1.5963671457565343,24143
D35,Third 20 percent,2008,44225.04400000001,0.19430867918559594,1.8295980473274867,24172
D45T47,Fourth 20 percent,2008,21524.216,0.24424424424424426,0.8910136192407998,24157
D45T47,Highest 20 percent,2008,32021.681999999997,0.36336336336336333,1.3244687926541754,24177
D45T47,Lowest 20 percent,2008,7321.762000000001,0.0830830830830831,0.3035304701102728,24122
D45T47,Second 20 percent,2008,12349.96,0.14014014014014015,0.5115337779066396,24143
D45T47,Third 20 percent,2008,14908.166,0.1691691691691692,0.6167535164653317,24172
D49,Fourth 20 percent,2008,11648.668,0.188,0.48220673096824934,24157
D49,Highest 20 percent,2008,32281.681,0.521,1.3352227737105513,24177
D49,Lowest 20 percent,2008,5328.646,0.086,0.22090398806069148,24122
D49,Second 20 percent,2008,5452.568,0.08800000000000001,0.22584467547529305,24143
D49,Third 20 percent,2008,7249.437,0.11699999999999999,0.29991051629985105,24172
D53,Fourth 20 percent,2008,4614.33,0.245,0.19101419878296147,24157
D53,Highest 20 percent,2008,5876.208,0.312,0.24304950986474746,24177
D53,Lowest 20 percent,2008,2241.246,0.11900000000000001,0.09291294254207777,24122
D53,Second 20 percent,2008,2768.598,0.147,0.11467497825456655,24143
D53,Third 20 percent,2008,3333.618,0.177,0.1379123779579679,24172
D58T60,Fourth 20 percent,2008,33613.684,0.2415800087680842,1.391467649128617,24157
D58T60,Highest 20 percent,2008,46716.24,0.33574747917580006,1.9322595855565206,24177
D58T60,Lowest 20 percent,2008,14205.253,0.10209250328803157,0.5888920072962441,24122
D58T60,Second 20 percent,2008,19269.29,0.13848750548005262,0.7981315495174585,24143
D58T60,Third 20 percent,2008,25336.533000000003,0.1820925032880316,1.0481769402614596,24172
D61,Fourth 20 percent,2008,32253.092999999997,0.237,1.3351448027486856,24157
D61,Highest 20 percent,2008,38104.92,0.27999999999999997,1.5760813996773793,24177
D61,Lowest 20 percent,2008,16058.502000000002,0.11800000000000002,0.6657201724566787,24122
D61,Second 20 percent,2008,22046.417999999998,0.16199999999999998,0.9131598392908917,24143
D61,Third 20 percent,2008,27626.067000000003,0.203,1.1428953748138344,24172
D64T66,Fourth 20 percent,2008,328543.267,0.25058854907158973,13.60033394047274,24157
D64T66,Highest 20 percent,2008,637136.624,0.4859607796148536,26.353005914712327,24177
D64T66,Lowest 20 percent,2008,47057.243,0.03589179091799566,1.9508018820993285,24122
D64T66,Second 20 percent,2008,102084.549,0.07786255749547169,4.228329080893013,24143
D64T66,Third 20 percent,2008,196264.83000000002,0.14969632290008922,8.119511418169784,24172
D68,Fourth 20 percent,2008,121110.579,0.19341576501031152,5.013477625532972,24157
D68,Highest 20 percent,2008,181586.94300000003,0.28999760207759256,7.510730983993052,24177
D68,Lowest 20 percent,2008,97847.69399999999,0.1562645207856274,4.056367382472431,24122
D68,Second 20 percent,2008,110062.633,0.1757719972649471,4.5587803089922545,24143
D68,Third 20 percent,2008,115559.20099999999,0.18455011486152134,4.780704989243753,24172
D77T82,Fourth 20 percent,2008,13075.96,0.23299999999999998,0.541290723185826,24157
D77T82,Highest 20 percent,2008,25590.72,0.456,1.0584737560491377,24177
D77T82,Lowest 20 percent,2008,3535.56,0.063,0.14656993615786418,24122
D77T82,Second 20 percent,2008,5780.36,0.103,0.23942177856935756,24143
D77T82,Third 20 percent,2008,8137.4,0.145,0.33664570577527714,24172
D85,Fourth 20 percent,2008,20330.275,0.16116116116116116,0.841589394378441,24157
D85,Highest 20 percent,2008,70082.625,0.5555555555555556,2.8987312321627994,24177
D85,Lowest 20 percent,2008,15026.725,0.11911911911911911,0.6229468949506675,24122
D85,Second 20 percent,2008,8712.975,0.06906906906906907,0.3608903201756203,24143
D85,Third 20 percent,2008,11996.125,0.09509509509509509,0.49628185503888794,24172
D86T88,Fourth 20 percent,2008,85761.478,0.23713373409792166,3.550170882145962,24157
D86T88,Highest 20 percent,2008,114010.19199999998,0.31524249796838844,4.715646771725193,24177
D86T88,Lowest 20 percent,2008,38225.537,0.10569505724596145,1.58467527568195,24122
D86T88,Second 20 percent,2008,55898.87699999999,0.15456251156131456,2.3153244004473343,24143
D86T88,Third 20 percent,2008,67762.616,0.18736619912641395,2.8033516465331787,24172
D90T93,Fourth 20 percent,2008,48648.534,0.22402277904630116,2.0138483255371114,24157
D90T93,Highest 20 percent,2008,95784.86,0.4410819558871166,3.961817429788642,24177
D90T93,Lowest 20 percent,2008,13227.283,0.060910626759932696,0.5483493491418622,24122
D90T93,Second 20 percent,2008,23950.485,0.11029015199526364,0.9920260531002776,24143
D90T93,Third 20 percent,2008,35547.71,0.1636944863113859,1.4706151745821612,24172
D94T98,Fourth 20 percent,2008,132708.756,0.2313917725210256,5.493594237695078,24157
D94T98,Highest 20 percent,2008,245090.505,0.42734125531267353,10.137341481573396,24177
D94T98,Lowest 20 percent,2008,40765.392,0.0710787787988491,1.689967332725313,24122
D94T98,Second 20 percent,2008,64018.488,0.11162301462938895,2.6516376589487636,24143
D94T98,Third 20 percent,2008,90940.95,0.1585651787380628,3.762243504881681,24172
D01T02,Fourth 20 percent,2009,47071.17,0.22728436840996732,1.9487939885733212,24154
D01T02,Highest 20 percent,2009,61541.167,0.29715312521034265,2.5434438336915193,24196
D01T02,Lowest 20 percent,2009,27353.107,0.1320751884549557,1.1319307676391475,24165
D01T02,Second 20 percent,2009,33851.826,0.16345442214277042,1.4034753731343284,24120
D01T02,Third 20 percent,2009,37285.27,0.18003289578196383,1.5399500247811002,24212
D03,Fourth 20 percent,2009,3522.96,0.2162162162162162,0.1458541028401093,24154
D03,Highest 20 percent,2009,5365.99,0.3293293293293293,0.2217717804595801,24196
D03,Lowest 20 percent,2009,2120.3,0.13013013013013014,0.08774260293813367,24165
D03,Second 20 percent,2009,2544.36,0.15615615615615616,0.10548756218905474,24120
D03,Third 20 percent,2009,2740.08,0.16816816816816815,0.11317032876259706,24212
D10T12,Fourth 20 percent,2009,77324.116,0.23528561413685767,3.2012965140349423,24154
D10T12,Highest 20 percent,2009,98959.391,0.3011184904596184,4.08990705075219,24196
D10T12,Lowest 20 percent,2009,41455.897000000004,0.12614403745966288,1.7155347403269192,24165
D10T12,Second 20 percent,2009,52145.35,0.1586704295349641,2.1619133499170813,24120
D10T12,Third 20 percent,2009,58754.616,0.17878142840889696,2.426673385098298,24212
D13T15,Fourth 20 percent,2009,48768.06199999999,0.2146783966051556,2.0190470315475695,24154
D13T15,Highest 20 percent,2009,88855.935,0.3911463542400338,3.672339849561911,24196
D13T15,Lowest 20 percent,2009,22389.613,0.09855971351598818,0.9265306434926547,24165
D13T15,Second 20 percent,2009,29803.584,0.13119622482039722,1.2356378109452737,24120
D13T15,Third 20 percent,2009,37350.806000000004,0.16441931081842515,1.5426567817611103,24212
D19,Fourth 20 percent,2009,63409.112,0.2466014031703561,2.6252012917115177,24154
D19,Highest 20 percent,2009,79487.95199999999,0.3091328656098813,3.2851691188626213,24196
D19,Lowest 20 percent,2009,24203.670000000002,0.09412935768399111,1.0016002482929858,24165
D19,Second 20 percent,2009,38724.44,0.15060140317035609,1.6054908789386402,24120
D19,Third 20 percent,2009,51306.826,0.19953497036541543,2.119066000330415,24212
D20,Fourth 20 percent,2009,4462.947,0.23700000000000002,0.1847705142005465,24154
D20,Highest 20 percent,2009,5404.496999999999,0.287,0.22336324185815834,24196
D20,Lowest 20 percent,2009,2692.833,0.14300000000000002,0.11143525760397269,24165
D20,Second 20 percent,2009,3069.453,0.163,0.1272575870646766,24120
D20,Third 20 percent,2009,3201.27,0.17,0.13221832149347432,24212
D21,Fourth 20 percent,2009,12928.52,0.22,0.535253788192432,24154
D21,Highest 20 percent,2009,16219.416000000001,0.276,0.6703346007604564,24196
D21,Lowest 20 percent,2009,6640.558000000001,0.11300000000000002,0.2748006621146286,24165
D21,Second 20 percent,2009,10812.944,0.184,0.44829784411276946,24120
D21,Third 20 percent,2009,12164.562,0.207,0.5024187179910788,24212
D22,Fourth 20 percent,2009,9655.668,0.222,0.39975440920758465,24154
D22,Highest 20 percent,2009,16353.744,0.376,0.6758862621920979,24196
D22,Lowest 20 percent,2009,3783.978,0.08700000000000001,0.15658919925512105,24165
D22,Second 20 percent,2009,6567.594,0.151,0.27228830845771146,24120
D22,Third 20 percent,2009,7133.016,0.16399999999999998,0.29460664133487524,24212
D26,Fourth 20 percent,2009,6251.874,0.2438708846933999,0.25883389914713917,24154
D26,Highest 20 percent,2009,9283.542000000001,0.36212911530660014,0.38368085633989096,24196
